customer_id,name,segment_id,location_id
RO-19780,Rose O'Brian,1,104
SB-20185,Sarah Brown,1,105
EM-14065,Erin Mull,1,106
RS-19765,Roland Schwarz,2,29
ON-18715,Odella Nelson,2,107
VS-21820,Vivek Sundaresam,1,108
CM-12115,Chad McGuire,1,109
TB-21400,Tom Boeckenhauer,1,1
AB-10105,Adrian Barton,1,110
JK-15325,Jason Klamczynski,2,109
RP-19270,Rachel Payne,2,111
DW-13540,Don Weiss,1,112
PS-19045,Penelope Sewall,3,113
CC-12370,Christopher Conant,1,114
TC-21295,Toby Carlisle,1,115
GM-14440,Gary McGarr,1,116
SV-20815,Stuart Van,2,117
MM-17920,Michael Moore,1,118
JK-16120,Julie Kriz,3,69
EM-14200,Evan Minnotte,3,119
DJ-13510,Don Jones,2,120
PM-18940,Paul MacIntyre,1,121
AT-10435,Alyssa Tate,3,122
AB-10015,Aaron Bergman,1,123
RP-19390,Resi Pölking,1,124
MJ-17740,Max Jones,1,120
PV-18985,Paul Van Hugh,3,125
SB-20290,Sean Braxton,2,126
SM-10005,Sally Matthias,1,127
KF-16285,Karen Ferguson,3,128
KH-16330,Katharine Harms,2,129
MP-18175,Mike Pelletier,3,93
LH-17020,Lisa Hazard,1,130
ND-18370,Natalie DeCherney,1,131
CR-12625,Corey Roper,3,3
NC-18625,Noah Childs,2,57
GM-14680,Greg Matthias,1,132
RA-19945,Ryan Akin,1,133
DB-13060,Dave Brooks,1,134
BW-11110,Bart Watters,2,110
RF-19735,Roland Fjeld,1,93
JH-15820,John Huston,1,135
AG-10675,Anna Gayman,1,136
DM-12955,Dario Medina,2,137
KD-16270,Karen Daniels,1,138
BE-11335,Bill Eplett,3,139
SO-20335,Sean O'Donnell,1,140
DK-12835,Damala Kotsonis,2,141
LC-7050,Liz Carlisle,1,142
CG-12520,Claire Gute,1,109
TB-21280,Toby Braunhardt,1,143
HG-15025,Hunter Glantz,1,144
AD-10180,Alan Dominguez,3,145
BP-11155,Becky Pak,1,70
AA-10480,Andrew Allen,1,119
RL-19615,Rob Lucas,1,87
CS-12505,Cindy Stewart,1,146
SW-20245,Scot Wooten,1,147
TA-21385,Tom Ashbrook,3,1
BW-11110,Bart Watters,2,148
YC-21895,Yoseph Carroll,2,70
JM-15580,Jill Matthias,1,149
MZ-7335,Maria Zettner,3,150
JF-15295,Jason Fortune-,1,151
JL-15835,John Lee,1,152
DJ-3510,Don Jones,2,153
MF-18250,Monica Federle,2,154
TC-21295,Toby Carlisle,1,155
JE-15610,Jim Epp,2,72
CP-12340,Christine Phan,2,156
EH-14125,Eugene Hildebrand,3,157
NC-18340,Nat Carroll,1,71
JS-16030,Joy Smith,1,144
AM-10360,Alice McCarthy,2,158
JF-15190,Jamie Frazer,1,159
AB-10015,Aaron Bergman,1,160
JG-15160,James Galang,1,39
DP-13390,Dennis Pardue,3,161
AG-10330,Alex Grayson,1,162
GK-14620,Grace Kelly,2,163
NF-18475,Neil Französisch,3,164
YC-21895,Yoseph Carroll,2,165
DR-12940,Daniel Raglin,3,19
NB-18655,Nona Balk,2,135
NM-18445,Nathan Mautz,3,166
TA-21385,Tom Ashbrook,3,167
NP-18670,Nora Paige,1,101
SC-20380,Shahid Collister,1,168
PA-9060,Pete Armstrong,3,169
RB-19570,Rob Beeghly,1,170
SR-20740,Steven Roelle,3,1
RH-19510,Rick Huthwaite,3,171
LH-16750,Larry Hughes,1,31
JG-15160,James Galang,1,172
KB-16585,Ken Black,2,173
EM-13810,Eleni McCrary,2,174
MZ-7515,Mary Zewe,2,175
DM-13345,Denise Monton,2,176
CA-11965,Carol Adams,2,177
SC-20305,Sean Christensen,1,178
MH-18115,Mick Hernandez,3,179
KS-16300,Karen Seio,2,109
BG-11740,Bruce Geld,1,180
CR-2625,Corey Roper,3,181
CB-12415,Christy Brittain,1,182
DK-13090,Dave Kipp,1,183
JL-15835,John Lee,1,184
AP-10720,Anne Pryor,3,185
CR-12820,Cyra Reiten,3,186
BF-11080,Bart Folk,1,109
JM-15265,Janet Molinari,2,168
TW-21025,Tamara Willingham,3,187
RB-19330,Randy Bradley,1,188
PS-19045,Penelope Sewall,3,189
JA-15970,Joseph Airdo,1,79
AB-60,Adam Bellavance,3,190
JR-5670,Jim Radford,1,191
MD-17350,Maribeth Dona,1,99
PK-19075,Pete Kriz,1,131
EB-13840,Ellis Ballard,2,192
TP-21130,Theone Pippenger,1,193
JK-15640,Jim Kriz,3,98
CD-11920,Carlos Daly,1,131
JL-5835,John Lee,1,194
EP-13915,Emily Phan,1,145
MS-17770,Maxwell Schwartz,1,195
CM-12655,Corinna Mitchell,3,196
JC-6105,Julie Creighton,2,197
GB-14530,George Bell,2,3
TW-21025,Tamara Willingham,3,98
JH-16180,Justin Hirsh,1,198
MT-8070,Michelle Tran,3,199
AB-10105,Adrian Barton,1,200
LA-16780,Laura Armstrong,2,110
CV-2805,Cynthia Voltz,2,201
NH-18610,Nicole Hansen,2,202
HJ-14875,Heather Jas,3,203
JL-15175,James Lanier,3,204
MY-18295,Muhammed Yedwab,2,205
SB-20290,Sean Braxton,2,136
MW-18235,Mitch Willingham,2,206
KC-16540,Kelly Collister,1,207
CS-12460,Chuck Sachs,1,207
HA-14920,Helen Andreada,1,208
MT-17815,Meg Tillman,1,209
FW-14395,Fred Wasserman,2,210
BH-11710,Brosina Hoffman,1,4
DK-12895,Dana Kaydos,1,211
KD-16270,Karen Daniels,1,212
SC-20845,Sung Chung,1,213
CY-12745,Craig Yedwab,2,214
HL-15040,Hunter Lopez,1,215
CT-11995,Carol Triggs,1,216
CC-12370,Christopher Conant,1,217
GR-4560,Georgia Rosenberg,2,201
TT-21070,Ted Trevino,1,218
PO-19195,Phillina Ober,3,219
ED-13885,Emily Ducich,3,220
AP-10915,Arthur Prichep,1,145
TM-21490,Tony Molinari,1,221
AW-10840,Anthony Witt,1,132
AT-10735,Annie Thurman,1,222
SG-10605,Speros Goranitis,1,223
BM-11785,Bryan Mills,1,224
FH-14365,Fred Hopkins,2,214
DK-13375,Dennis Kane,1,225
PF-19225,Phillip Flathmann,1,189
TG-21310,Toby Gnade,1,163
YC-21895,Yoseph Carroll,2,226
SF-10200,Sarah Foster,1,227
HL-15040,Hunter Lopez,1,165
JW-5220,Jane Waco,2,5
CC-12100,Chad Cunningham,3,228
RD-19930,Russell D'Ascenzo,1,229
BP-1230,Benjamin Patterson,1,230
SA-20830,Sue Ann Reed,1,231
EM-13810,Eleni McCrary,2,232
CS-12175,Charles Sheldon,2,119
JD-16060,Julia Dunbar,1,233
GH-14665,Greg Hansen,1,234
CM-11935,Carlos Meador,1,235
JB-16000,Joy Bell-,1,236
RB-9465,Rick Bensley,3,237
RB-19795,Ross Baird,3,238
PO-19195,Phillina Ober,3,34
DL-13495,Dionis Lloyd,2,114
TS-21205,Thomas Seio,2,239
TC-21295,Toby Carlisle,1,56
MV-8190,Mike Vittorini,1,240
NF-18385,Natalie Fritzler,1,241
BD-11560,Brendan Dodson,3,242
PS-18760,Pamela Stobb,1,81
FM-14215,Filia McAdams,2,137
CA-12775,Cynthia Arntzen,1,243
CD-12790,Cynthia Delaney,3,58
NL-18310,Nancy Lomonaco,3,244
TB-21055,Ted Butterfield,1,245
KD-16495,Keith Dawkins,2,246
EH-4125,Eugene Hildebrand,3,247
KB-16600,Ken Brennan,2,248
KW-16435,Katrina Willman,1,249
MG-17695,Maureen Gnade,1,250
VF-21715,Vicky Freymann,3,86
AM-10705,Anne McFarland,1,144
HM-14860,Harry Marie,2,251
BP-11290,Beth Paige,1,252
HZ-4950,Henia Zydlo,1,253
TC-20980,Tamara Chand,2,254
EM-13825,Elizabeth Moffitt,2,255
BS-11800,Bryan Spruell,3,256
DV-13465,Dianna Vittorini,1,257
MB-17305,Maria Bertelson,1,6
PC-19000,Pauline Chand,3,258
CA-12310,Christine Abelman,2,259
KC-16255,Karen Carlisle,2,260
MB-18085,Mick Brown,1,261
RB-19795,Ross Baird,3,114
DB-3660,Duane Benoit,1,262
SC-20260,Scott Cohen,2,174
BG-11740,Bruce Geld,1,263
BD-11500,Bradley Drucker,1,264
BM-11140,Becky Martin,1,265
KB-16315,Karl Braun,1,180
PK-19075,Pete Kriz,1,93
CS-12175,Charles Sheldon,2,266
JM-15865,John Murray,1,267
AF-10885,Art Foster,1,268
SJ-20500,Shirley Jackson,1,269
DM-12955,Dario Medina,2,270
WB-21850,William Brown,1,163
CC-12610,Corey Catlett,2,271
BW-1065,Barry Weirich,1,272
BE-11455,Brad Eason,3,6
TG-21640,Trudy Glocke,1,273
MS-17365,Maribeth Schnelling,1,105
NP-18685,Nora Pelletier,3,274
VM-21685,Valerie Mitchum,3,275
RM-19675,Robert Marley,3,163
SC-20695,Steve Chapman,2,26
SN-20560,Skye Norling,3,276
CD-12280,Christina DeMoss,1,6
CC-12100,Chad Cunningham,3,277
BG-11035,Barry Gonzalez,1,278
CC-12550,Clay Cheatham,1,279
AB-10105,Adrian Barton,1,109
SV-20785,Stewart Visinsky,1,144
HW-14935,Helen Wasserman,2,280
AS-10285,Alejandro Savely,2,281
LD-16855,Lela Donovan,2,282
NS-18505,Neola Schneider,1,283
CM-12715,Craig Molinari,2,284
VG-21805,Vivek Grady,2,285
JD-6060,Julia Dunbar,1,286
MG-17680,Maureen Gastineau,3,220
CD-12280,Christina DeMoss,1,54
DB-13210,Dean Braden,1,70
CS-11860,Cari Schnelling,1,213
AF-10885,Art Foster,1,287
GG-14650,Greg Guthrie,2,288
BN-11470,Brad Norvell,2,119
BS-1665,Brian Stugart,1,289
AC-10450,Amy Cox,1,290
CK-12205,Chloris Kastensmidt,1,291
JD-16150,Justin Deggeller,2,292
CC-2550,Clay Cheatham,1,65
MS-17830,Melanie Seite,1,70
SM-20950,Suzanne McNair,2,79
GT-14710,Greg Tran,1,258
CL-12700,Craig Leslie,3,293
MM-17920,Michael Moore,1,294
CM-12160,Charles McCrossin,1,207
DB-13060,Dave Brooks,1,295
JW-5220,Jane Waco,2,51
BN-11470,Brad Norvell,2,296
JC-15775,John Castell,1,297
HL-15040,Hunter Lopez,1,207
LH-16900,Lena Hernandez,1,298
DV-13045,Darrin Van Huff,2,299
BT-11530,Bradley Talbott,3,300
BM-1650,Brian Moss,2,301
MG-18205,Mitch Gastineau,2,302
RB-19705,Roger Barcio,3,131
FC-14245,Frank Carlisle,3,303
TT-21220,Thomas Thornton,1,137
CY-12745,Craig Yedwab,2,304
SJ-20215,Sarah Jordon,1,214
PB-18805,Patrick Bzostek,3,207
RW-19690,Robert Waldorf,1,305
RW-19540,Rick Wilson,2,306
DB-3360,Dennis Bolton,3,307
DK-13150,David Kendrick,2,4
RW-9540,Rick Wilson,2,190
PS-19045,Penelope Sewall,3,308
MP-17470,Mark Packer,3,131
TB-21625,Trudy Brown,1,37
MO-17800,Meg O'Connel,3,309
NF-18475,Neil Französisch,3,310
MR-17545,Mathew Reese,3,311
CB-12415,Christy Brittain,1,312
LC-17050,Liz Carlisle,1,313
RA-19885,Ruben Ausman,2,148
MG-8145,Mike Gockenbach,1,314
JE-16165,Justin Ellison,2,315
JK-16090,Juliana Krohn,1,316
EM-13960,Eric Murdock,1,317
DJ-13420,Denny Joy,2,318
CD-11920,Carlos Daly,1,319
BO-11425,Bobby Odegard,1,320
LW-17215,Luke Weiss,1,131
PJ-19015,Pauline Johnson,1,321
KM-16720,Kunst Miller,1,86
SV-20785,Stewart Visinsky,1,322
BG-11695,Brooke Gillingham,2,323
CS-12130,Chad Sievert,1,71
MC-17425,Mark Cousins,2,324
BD-1635,Brian Derr,1,325
RF-19345,Randy Ferguson,2,258
JE-16165,Justin Ellison,2,145
MG-7680,Maureen Gastineau,3,326
KH-16690,Kristen Hastings,2,327
CC-12475,Cindy Chapman,1,328
LT-16765,Larry Tron,1,329
FH-14365,Fred Hopkins,2,330
BF-10975,Barbara Fisher,2,331
CJ-12010,Caroline Jumper,1,130
SH-9975,Sally Hughsby,2,332
SL-20155,Sara Luxemburg,3,228
NC-8340,Nat Carroll,1,333
JB-5400,Jennifer Braxton,2,169
TB-21250,Tim Brockman,1,334
PS-18970,Paul Stevenson,3,335
BB-11545,Brenda Bowman,2,336
SG-10470,Sheri Gordon,1,337
SP-20920,Susan Pistek,1,119
NZ-18565,Nick Zandusky,3,338
Dp-13240,Dean percer,3,339
GZ-14470,Gary Zandusky,1,340
AH-10075,Adam Hart,2,341
CB-2025,Cassandra Brandow,1,342
SC-20050,Sample Company A,3,34
AM-10705,Anne McFarland,1,343
SC-10230,Scot Coram,2,344
JS-15595,Jill Stevenson,2,144
BS-11380,Bill Stewart,2,81
TC-21295,Toby Carlisle,1,119
JL-5130,Jack Lebron,1,345
Dp-13240,Dean percer,3,346
NF-18385,Natalie Fritzler,1,57
AS-10090,Adam Shillingsburg,1,43
EL-13735,Ed Ludwig,3,71
FH-14275,Frank Hawley,2,347
LT-16765,Larry Tron,1,348
BN-11470,Brad Norvell,2,349
BP-11230,Benjamin Patterson,1,258
DM-13525,Don Miller,2,300
OT-18730,Olvera Toch,1,350
SM-10320,Sean Miller,3,351
PM-19135,Peter McVee,3,352
TS-11430,Tom Stivers,2,353
TS-21340,Toby Swindell,1,354
AM-10705,Anne McFarland,1,3
LS-17245,Lynn Smith,1,355
DR-12940,Daniel Raglin,3,6
DW-3480,Dianna Wilson,3,356
SF-20200,Sarah Foster,1,357
CM-11815,Candace McMahon,2,276
FG-14260,Frank Gastineau,3,358
KN-6705,Kristina Nunn,3,359
TB-11520,Tracy Blumstein,1,360
GM-14440,Gary McGarr,1,361
CM-12655,Corinna Mitchell,3,131
JB-15400,Jennifer Braxton,2,362
JS-16030,Joy Smith,1,276
AM-10705,Anne McFarland,1,86
SF-20200,Sarah Foster,1,363
AM-10705,Anne McFarland,1,364
JF-15295,Jason Fortune-,1,365
KH-16510,Keith Herrera,1,366
DL-13330,Denise Leinenbach,1,317
KN-16390,Katherine Nockton,2,367
SV-20935,Susan Vittorini,1,60
MD-17860,Michael Dominguez,2,6
LS-17200,Luke Schmidt,2,368
JM-15865,John Murray,1,355
AC-10450,Amy Cox,1,369
CM-12445,Chuck Magee,1,2
SS-20140,Saphhira Shifley,2,370
BW-11110,Bart Watters,2,371
JE-15610,Jim Epp,2,372
GH-14425,Gary Hwang,1,373
JK-16090,Juliana Krohn,1,54
SM-20320,Sean Miller,3,374
CJ-12010,Caroline Jumper,1,37
GR-14560,Georgia Rosenberg,2,214
TS-21370,Todd Sumrall,2,375
DH-3675,Duane Huffman,3,376
MM-8280,Muhammed MacIntyre,2,377
PM-9135,Peter McVee,3,378
GH-14425,Gary Hwang,1,379
JM-15865,John Murray,1,380
CM-12115,Chad McGuire,1,381
SC-20845,Sung Chung,1,349
GP-4740,Guy Phonely,2,82
AF-10870,Art Ferguson,1,273
TS-21505,Tony Sayre,1,90
CR-12730,Craig Reiter,1,382
BM-11575,Brendan Murry,2,3
AH-10030,Aaron Hawkins,2,213
AG-10495,Andrew Gjertsen,2,183
BN-11470,Brad Norvell,2,383
MW-18235,Mitch Willingham,2,174
AG-675,Anna Gayman,1,384
SW-20755,Steven Ward,2,385
SK-19990,Sally Knutson,1,386
MP-18175,Mike Pelletier,3,220
AG-10900,Arthur Gainer,1,214
AJ-960,Astrea Jones,1,82
MC-7275,Marc Crier,1,387
JF-15295,Jason Fortune-,1,141
ER-13855,Elpida Rittenbach,2,152
EJ-13720,Ed Jacobs,1,252
MS-17365,Maribeth Schnelling,1,388
AJ-10780,Anthony Jacobs,2,389
DH-13675,Duane Huffman,3,390
NM-18445,Nathan Mautz,3,1
HE-14800,Harold Engle,2,391
KT-16480,Kean Thornton,1,79
SB-20170,Sarah Bern,1,392
EM-14140,Eugene Moren,3,393
VT-21700,Valerie Takahito,3,394
JS-15880,John Stevenson,1,395
BC-11125,Becky Castell,3,396
NF-18595,Nicole Fjeld,3,397
FC-14245,Frank Carlisle,3,398
RH-9600,Rob Haberlin,1,399
RB-19330,Randy Bradley,1,400
CS-11950,Carlos Soltero,1,401
BW-11110,Bart Watters,2,402
CM-12235,Chris McAfee,1,403
LW-16825,Laurel Workman,2,404
RD-19585,Rob Dowd,1,405
JS-15880,John Stevenson,1,72
BT-11680,Brian Thompson,1,406
SG-20470,Sheri Gordon,1,407
AC-10450,Amy Cox,1,44
TB-21175,Thomas Boland,2,408
MD-7860,Michael Dominguez,2,409
JH-16180,Justin Hirsh,1,410
CC-12145,Charles Crestani,1,411
XP-21865,Xylona Preis,1,257
TS-21370,Todd Sumrall,2,412
ML-17410,Maris LaWare,1,221
TT-21070,Ted Trevino,1,395
BS-11665,Brian Stugart,1,413
SC-20230,Scot Coram,2,414
CA-11965,Carol Adams,2,415
QJ-19255,Quincy Jones,2,416
RE-19450,Richard Eichhorn,1,31
CP-2085,Cathy Prescott,2,417
JK-5730,Joe Kamberova,1,418
HZ-14950,Henia Zydlo,1,358
AR-10570,Anemone Ratner,1,93
EH-14005,Erica Hernandez,3,419
JR-15700,Jocasta Rupert,1,420
PL-18925,Paul Lucas,3,421
TC-21145,Theresa Coyne,2,214
DG-13300,Deirdre Greer,2,214
LW-16990,Lindsay Williams,2,422
Dl-13600,Dorris liebe,2,423
SC-20095,Sanjit Chand,1,424
NC-18415,Nathan Cano,1,425
EB-13930,Eric Barreto,1,426
CP-12085,Cathy Prescott,2,251
SM-20005,Sally Matthias,1,427
JR-15670,Jim Radford,1,428
CM-12160,Charles McCrossin,1,148
DL-12925,Daniel Lacy,1,2
FM-14290,Frank Merwin,3,429
DP-13165,David Philippe,1,302
CK-12595,Clytie Kelty,1,430
GM-14440,Gary McGarr,1,431
CM-11830,Cari MacIntyre,2,432
PP-18955,Paul Prost,3,53
RW-19690,Robert Waldorf,1,79
MM-17260,Magdelene Morse,1,433
ME-17320,Maria Etezadi,3,390
CS-12490,Cindy Schnelling,2,434
GH-14410,Gary Hansen,3,435
ME-17320,Maria Etezadi,3,17
MC-17635,Matthew Clasen,2,436
VT-21700,Valerie Takahito,3,437
TB-21625,Trudy Brown,1,79
SJ-20215,Sarah Jordon,1,438
CD-11920,Carlos Daly,1,235
TA-21385,Tom Ashbrook,3,86
DJ-13420,Denny Joy,2,439
DP-13105,Dave Poirier,2,440
LM-7065,Liz MacKendrick,1,441
AR-10510,Andrew Roberts,1,442
JH-15910,Jonathan Howell,1,443
PC-19000,Pauline Chand,3,112
CM-12235,Chris McAfee,1,444
DK-3375,Dennis Kane,1,92
EG-13900,Emily Grady,1,445
AH-10075,Adam Hart,2,446
DK-12895,Dana Kaydos,1,145
AS-10630,Ann Steele,3,447
CL-11890,Carl Ludwig,1,448
CA-12265,Christina Anderson,1,449
PF-19165,Philip Fox,1,450
DB-12970,Darren Budd,2,451
PC-19000,Pauline Chand,3,452
VS-21820,Vivek Sundaresam,1,93
CL-12565,Clay Ludtke,1,453
DR-12940,Daniel Raglin,3,171
JR-15670,Jim Radford,1,454
MF-17665,Maureen Fritzler,2,455
IM-15055,Ionia McGrath,1,174
EB-13930,Eric Barreto,1,456
EB-13975,Erica Bern,2,391
AA-10315,Alex Avila,1,457
MV-17485,Mark Van Huff,1,458
JW-15955,Joni Wasserman,1,459
LA-16780,Laura Armstrong,2,460
FM-14215,Filia McAdams,2,18
HG-15025,Hunter Glantz,1,461
HW-14935,Helen Wasserman,2,274
TS-21610,Troy Staebel,1,174
MC-17575,Matt Collins,1,462
MC-17635,Matthew Clasen,2,214
CR-12625,Corey Roper,3,239
JF-5415,Jennifer Ferguson,1,82
AH-10210,Alan Hwang,1,463
PM-19135,Peter McVee,3,464
PO-19195,Phillina Ober,3,465
BM-11785,Bryan Mills,1,466
KD-16345,Katherine Ducich,1,30
TS-21610,Troy Staebel,1,467
AR-10510,Andrew Roberts,1,468
PG-18895,Paul Gonzalez,1,469
LC-17050,Liz Carlisle,1,470
DJ-13420,Denny Joy,2,471
HK-14890,Heather Kirkland,2,472
CJ-12010,Caroline Jumper,1,473
RR-19315,Ralph Ritter,1,34
HH-5010,Hilary Holden,2,474
SH-20635,Stefanie Holloman,2,475
AR-10825,Anthony Rawles,2,476
DV-13465,Dianna Vittorini,1,477
RP-9855,Roy Phan,2,478
NF-18385,Natalie Fritzler,1,25
DM-13345,Denise Monton,2,479
LR-17035,Lisa Ryan,2,135
DR-12940,Daniel Raglin,3,480
AF-10870,Art Ferguson,1,481
IM-5055,Ionia McGrath,1,482
VG-21805,Vivek Grady,2,483
CK-12325,Christine Kargatis,3,484
AS-285,Alejandro Savely,2,485
DK-12985,Darren Koutras,1,257
ED-13885,Emily Ducich,3,407
RW-19540,Rick Wilson,2,486
EH-4185,Evan Henry,1,487
ML-17395,Marina Lichtenstein,2,145
BF-11215,Benjamin Farhat,3,207
MB-7305,Maria Bertelson,1,92
CR-12580,Clay Rozendal,3,120
TB-21520,Tracy Blumstein,1,488
KN-16450,Kean Nguyen,2,93
HR-14770,Hallie Redmond,3,168
CK-12760,Cyma Kinney,2,489
PB-19210,Phillip Breyer,2,2
AC-10450,Amy Cox,1,490
DM-12955,Dario Medina,2,491
AA-10480,Andrew Allen,1,492
RO-9780,Rose O'Brian,1,493
KM-16720,Kunst Miller,1,494
MR-17545,Mathew Reese,3,2
SP-20920,Susan Pistek,1,439
EN-13780,Edward Nazzal,1,131
AH-10465,Amy Hunt,1,236
EB-13840,Ellis Ballard,2,395
AH-10585,Angele Hood,1,19
CV-2805,Cynthia Voltz,2,495
JK-15325,Jason Klamczynski,2,275
RB-9435,Richard Bierner,1,496
AG-525,Andy Gerbode,2,497
AR-10345,Alex Russell,2,498
MW-8220,Mitch Webber,1,499
AH-210,Alan Hwang,1,500
FC-14245,Frank Carlisle,3,501
ML-17410,Maris LaWare,1,502
TH-21235,Tiffany House,2,6
TW-21025,Tamara Willingham,3,503
LT-7110,Liz Thompson,1,504
KN-16390,Katherine Nockton,2,505
HD-14785,Harold Dahlen,3,506
CC-12610,Corey Catlett,2,327
BE-11455,Brad Eason,3,34
MC-7575,Matt Collins,1,142
CS-12460,Chuck Sachs,1,507
ME-17320,Maria Etezadi,3,508
SW-20275,Scott Williamson,1,509
MH-18025,Michelle Huthwaite,1,369
CR-12820,Cyra Reiten,3,137
HM-14860,Harry Marie,2,510
CC-2475,Cindy Chapman,1,511
JM-15250,Janet Martin,1,512
PS-18970,Paul Stevenson,3,513
CM-12190,Charlotte Melton,1,514
QJ-19255,Quincy Jones,2,515
TS-21505,Tony Sayre,1,145
JD-16150,Justin Deggeller,2,407
KM-16720,Kunst Miller,1,516
RA-19915,Russell Applegate,1,517
SB-20185,Sarah Brown,1,518
MT-18070,Michelle Tran,3,519
JF-15415,Jennifer Ferguson,1,520
MT-8070,Michelle Tran,3,521
ES-14020,Erica Smith,1,141
KM-16375,Katherine Murray,3,171
AB-600,Ann Blume,2,522
PS-18970,Paul Stevenson,3,215
EB-13975,Erica Bern,2,523
AF-10870,Art Ferguson,1,524
MC-17425,Mark Cousins,2,525
CC-12685,Craig Carroll,1,526
EH-4125,Eugene Hildebrand,3,527
IM-15070,Irene Maddox,1,81
BS-11665,Brian Stugart,1,279
SM-10320,Sean Miller,3,528
DA-13450,Dianna Arnett,3,529
DB-13060,Dave Brooks,1,530
SS-10410,Shahid Shariari,1,531
BM-11650,Brian Moss,2,532
LC-16885,Lena Creighton,1,533
TC-20980,Tamara Chand,2,534
SW-20350,Sean Wendt,3,426
JW-15220,Jane Waco,2,535
DA-13450,Dianna Arnett,3,536
CM-1830,Cari MacIntyre,2,169
CS-11845,Cari Sayre,2,166
MO-17800,Meg O'Connel,3,470
CR-12730,Craig Reiter,1,537
MY-17380,Maribeth Yedwab,2,538
